policy_chunk,name,chunk_id,heading_path,section_label,text,num_tokens,num_sentences,deterministic,probabilistic
university-of-the-west-of-england.md-5,university-of-the-west-of-england.md,5,UWE Research Data Management Policy > 3 General Principles,,"Research data is a valuable asset which is expensive to produce and sometimes cannot be reproduced. UWE Bristol therefore expects researchers to effectively manage research data.
Researchers must make themselves aware of, and comply with relevant legislation and regulation, ethical requirements, contractual obligations and funder requirements, professional standards and University policies, as they apply to their research data, during the full research lifecycle.
Researchers should apply appropriate measures to ensure research participants are protected during the full research data lifecycle, and must comply with both GDPR and the supplementary Data Protection Act 2018.
UWE Bristol supports the principles of open research. Research data should be preserved and made available for sharing and re-use as quickly as possible, with as few restrictions as possible, when it is appropriate and safe to do so.  FAIR principles

(findable, accessible, interoperable, re-usable) should be considered as part of this process.

All researchers are required to familiarise themselves with this policy and the University’s research data management guidance.

Researchers must comply with the following requirements, including making themselves aware of, and adhering to, relevant legislation and regulation, funders’ requirements and relevant University policies.",190,10,yes,yes
university-of-the-west-of-england.md-11,university-of-the-west-of-england.md,11,UWE Research Data Management Policy > 4 Policy/ Procedure/ Code of Practice > 4.1 Researcher responsibilities > Retention of research data,,"Research data must be assessed for retention, according to the UWE Data Retention
Schedule. Research data not selected for retention must be appropriately and securely
destroyed in a timely way, and a record of its destruction made. o Destruction may need to take place because the research data is not deemed sufficiently valuable to warrant the costs of storing and supporting it. o Research data may also need to be destroyed where consents, or legal or regulatory requirements, mean that this is necessary.

The UWE Research Project Manager / PI is responsible for ensuring that all legal, ethical and contractual requirements are complied with in relation to third party access to data.",111,7,yes,yes
university-of-the-west-of-scotland-uws.md-1,university-of-the-west-of-scotland-uws.md,1,Research Data Management Procedure v1 – April 2023 > RESEARCH DATA MANAGEMENT PROCEDURE > Scope,,"This document applies to all research data generated or adapted by Researchers at UWS, including postgraduate (PG) research students and visiting researchers. The University requires its Researchers to manage research data responsibly, and to preserve and disseminate data of long-term value in line with this Procedure.

Archive data: data that is selected for retention upon completion of the project, that has been curated into a usable and accessible format.",70,3,yes,yes
university-of-twente.md-18,university-of-twente.md,18,Research Data Management policy UNIVERSITY OF TWENTE > 3 RDM POLICY AT THE UT > Data registration,,"Because research data is becoming a valuable asset and in the near future will be formally recognized as scientific output, it is important to know what digital and/or non-digital research data and related materials have been created or used and where these are located.",46,1,yes,yes
university-of-worcester.md-5,university-of-worcester.md,5,The Policy > 1. Introduction,1.1,"The University of Worcester recognises research data as a valuable institutional asset, and the role of research data management in underpinning research excellence and integrity. The University endorses the RCUK Common Principles on Data Management and the Concordat on Open Data.

Research data will be managed in line with funder requirements as well as University policy and other relevant regulations and legislation.

The ownership of data generated by researchers at the University will normally be determined by the University’s Intellectual Property Policy unless the terms of research grants or contracts determine otherwise.

Research Data are defined as any datasets, texts, images, recordings or artefacts generated through the research process which underpin the findings of a research project.

Research data should be:",122,6,yes,yes
university-of-worcester.md-13,university-of-worcester.md,13,The Policy > 2. Responsibilities > Data Preservation,2.17,"Consent for participation was subject to data not being preserved
Ethical considerations, such as need to ensure anonymity, argue against preserving the data
The data is insufficiently robust or meaningful to warrant preservation
The data does not have long-term value",41,4,no,yes
university-of-york.md-0,university-of-york.md,0,Research Data Management Policy > 1. Statement of intent,1.1,"The University of York recognises research data as a valuable institutional asset, and the role of good research data management in underpinning University strategic development, essential functions and research integrity.",30,1,yes,yes
university-of-york.md-2,university-of-york.md,2,Research Data Management Policy > 1. Statement of intent,1.3,"The University is committed to the values, principles and culture of open research, as set out in the Open Research Statement. This includes open access to research data, wherever this is appropriate, ensuring that a wide range of audiences can freely discover, engage and reuse its world-class research.",49,2,yes,yes
university-of-york.md-12,university-of-york.md,12,Research Data Management Policy > 5. Researcher responsibilities,5.6,"Researchers will preserve and provide appropriate access to their research data for as long as it is of continuing value to the researcher and the wider research community, and as long as specified by research funders, patent law, legislative and other regulatory requirements.",43,1,no,yes
universität-bayreuth.md-19,universität-bayreuth.md,19,The University of Bayreuth’s Policy for Research Data Management dated 09.11.2023 > Preamble > Glossary > Research data,,"All data that are generated, collected, observed, simulated, or derived in the research process are regarded as research data. Typical examples of research data are measurement data, laboratory values, audiovisual information, texts, survey results, objects from collections, methodological test procedures or simulations, source code, and protocols. The range of data types reflects the diversity and methodological development of scientific disciplines and research procedures. Research data can arise in various forms during the research project (different format variants of primary data, processed data including negative or ambiguous results, shared data, published data) and can be provided with different access authorizations, e.g. as open, restricted, or non-public data. For the provision and subsequent use of research data, it is necessary to document the context in which the data were generated and to document (as metadata) the tools and methods used in this process.

Research data management",146,7,yes,no
universität-graz.md-1,universität-graz.md,1,Research Data Management Policy of the University of Graz > Overview: > 1. Preamble,,"The University of Graz, in line with the direction and aims of EU science policy, acknowledges the fundamental importance of managing research data and other records in ensuring high-quality research, research integrity and good scientific practice, and is committed to pursuing the highest standards. The University of Graz recognises that correct and easily retrievable research data are integral to and provide the foundation for any kind of research activity. Furthermore, research data have a long-term value for research and academia and the potential for widespread use in society.",90,3,yes,yes
universität-rostock.md-1,universität-rostock.md,1,Research Data Policy of the University of Rostock > Preamble,,"With its Research Data Policy, the University of Rostock aims to provide its researchers principles and recommendations for planning, handling, archiving and sustainably publishing research data. The University of Rostock recognises the value of exchanging and publishing data for disseminating research work and publications.",44,2,yes,yes
wrexham-university.md-3,wrexham-university.md,3,Prifysgol Wrecsam Wrexham University > Introduction,,"The University recognises research data as a valued asset. It identifies the maintenance of accurate and retrievable data from the research community as best practice, acknowledging that sharing research data is crucial to the impact, visibility, transparency, trust, and knowledge transfer of the University's research.",46,2,yes,yes
wrexham-university.md-34,wrexham-university.md,34,Prifysgol Wrecsam Wrexham University,,"Publicly funded research data are a public good and produced in the public interest.
Datra that has acknowledged long-term value should be preserved to remain accessible and usable for future research.
Published results should always include information about how to access the supporting data.
Such research data should be made openly available with as few restrictions as possible in a timely and responsible manner.",65,4,no,yes
